cliente_id,nombre,email,telefono,documento,fecha_nacimiento,edad,sexo,ciudad,barrio,direccion,latitud,longitud,estrato,ocupacion,ingresos_mensuales,dispositivo,ip,pais_residencia,canal_adquisicion,origen_dato,fecha_autorizacion,consentimiento_marketing,visitas_web,productos_vistos,categoria_top,compras_6m,monto_compras,fecha_ultima_compra,compras_farmacia_6m,entrega_asistida,busquedas_maternidad,score_riesgo_interno,segmento,churn
DM-01393,Carlos Castro,CARLOS.CASTRO508@MIEMAIL.COM,3898534405,SYN-23246961,1975-01-01,51,M,Bogota,Engativa,Diagonal 156 # 38-44,4.66048,-74.11503,2.0,Independiente,990000.0,Windows,180.15.224.159,Colombia,email_marketing,enriquecimiento_web,,0,17,37,hogar,4,218000.0,2026-06-02,2,0,0,55,estable,0
DM-00055,Mateo Velez,mateo.velez936@correo.com,3944107060,SYN-69907904,1991-01-01,35,F,Cartagena,Manga,Carrera 49 # 48-39,10.38147,-75.47771,2.0,Independiente,1910000.0,macOS,165.94.191.117,Colombia,busqueda_organica,programa_fidelizacion,2026-07-30,1,28,59,tecnologia,5,175000.0,2026-07-17,1,0,1,25,fiel,0
DM-01017,Marcela Trujillo,marcela.trujillo306@miemail.com,3524122761,SYN-91739472,1996-01-01,30,M,Cali,Ciudad Jardin,Diagonal 150 # 4-38,3.45252,-76.49218,4.0,Comerciante,,Android,167.126.242.251,Colombia,busqueda_organica,lista_comprada_tercero,,0,22,29,tecnologia,5,383000.0,2026-06-06,0,0,1,48,estable,0
DM-00925,Hernan Salazar,hernan.salazar230@mail.co,3235676511,SYN-93570743,1998-01-01,28,Otro,Villavicencio,Centro,Diagonal 70 # 63-60,4.17306,-73.64078,5.0,Administrador/a,,Windows,11.182.252.76,Estados Unidos,redes_sociales,entrega_domicilio,2022-10-18,0,13,18,bebe_maternidad,1,170000.0,2026-05-06,2,0,1,50,estable,0
DM-00201,Lorena Guerrero,lorena.guerrero312@mail.co,3622989631,SYN-28648389,1988-01-01,38,M,Medellin,El Poblado,Diagonal 74 # 50-65,6.25664,-75.59475,4.0,Administrador/a,2920000.0,Android,210.26.18.35,Colombia,publicidad_pagada,facturacion,2025-02-09,0,15,26,hogar,3,221000.0,2026-05-09,0,0,0,0,fiel,0
DM-01296,Diana Barrios,diana.barrios321@mail.co,3017943068,SYN-59276528,1998-01-01,28,M,Bogota,Suba,Transversal 88 # 41-8,4.64663,-74.08506,2.0,Enfermero/a,1950000.0,iOS,12.224.199.26,Colombia,redes_sociales,registro_cuenta,2026-06-27,0,16,31,bebe_maternidad,2,76000.0,2026-07-31,2,0,1,84,critico,0
DM-00431,Andres Cardenas,andres.cardenas19@datamail.co,3182602063,SYN-47909780,1996-12-31,29,F,Pasto,Aranda,Carrera 36 # 61-60,1.17916,-77.28245,4.0,Docente,4730000.0,Windows,198.142.111.47,Colombia,referido,facturacion,2023-06-14,1,12,20,supermercado,2,77000.0,2026-05-14,0,0,3,20,fiel,0
DM-00511,Alvaro Martinez,alvaro.martinez62@datamail.co,3024647205,SYN-47137330,1984-01-01,42,M,Bucaramanga,Real de Minas,Calle 63 # 82-12,7.09808,-73.10387,3.0,Tecnico/a,3410000.0,Android,197.168.53.164,Colombia,referido,programa_fidelizacion,2023-03-28,1,20,17,tecnologia,3,403000.0,2026-07-08,0,0,1,11,fiel,0
DM-01315,Jorge Rojas,jorge.rojas614@datamail.co,3378187732,SYN-31758001,2008-01-01,18,M,Bogota,Usaquen,Transversal 103 # 41-88,4.65499,-74.08281,2.0,Contador/a,1660000.0,Android,75.77.203.159,Colombia,marketplace,programa_fidelizacion,2026-07-30,1,17,54,hogar,1,179000.0,2026-06-30,1,0,0,39,estable,0
DM-01172,Oscar Mendoza,OSCAR.MENDOZA42@DATAMAIL.CO,3358439333,SYN-20817888,1999-01-01,27,F,Medellin,Robledo,Diagonal 112 # 60-60,6.22649,-75.5592,3.0,Estudiante,2230000.0,Android,128.26.198.193,Colombia,email_marketing,facturacion,2026-03-13,0,13,37,hogar,4,400000.0,2026-07-09,1,0,1,9,fiel,0
DM-00858,Mauricio Martinez,mauricio.martinez169@miemail.com,3086598603,SYN-50017598,1971-01-01,55,M,Villavicencio,Barzal,Carrera 67 # 90-19,4.15589,-73.64429,3.0,Ingeniero/a,,Android,204.184.253.247,Colombia,publicidad_pagada,entrega_domicilio,2024-11-29,0,16,51,moda,5,550000.0,2026-08-28,0,0,0,34,fiel,0
DM-01439,Ricardo Beltran,ricardo.beltran789@mail.co,396-440-2928,SYN-19159112,1976-01-01,50,M,Cartagena,Bocagrande,Diagonal 74 # 31-4,10.37817,-75.46357,1.0,Enfermero/a,1010000.0,Android,190.18.253.106,Colombia,publicidad_pagada,programa_fidelizacion,2026-07-03,1,16,30,deportes,1,45000.0,2026-05-05,3,0,0,57,en_riesgo,1
DM-00195,Claudia Lozano,claudia.lozano917@correo.com,3186117962,SYN-33419782,1984-12-31,41,F,Pereira,Alamos,Transversal 162 # 91-38,4.77861,-75.71502,4.0,Administrador/a,1700000.0,Windows,17.223.36.93,Colombia,busqueda_organica,registro_cuenta,2025-03-31,0,21,17,deportes,4,680000.0,2026-05-08,1,0,0,44,estable,1
DM-00056,Oscar Zapata,oscar.zapata902@correo.com,3459157366,SYN-88967629,1976-12-31,49,F,Pasto,Aranda,Calle 86 # 15-30,1.21506,-77.29059,3.0,Administrador/a,2470000.0,iOS,163.100.252.51,Colombia,busqueda_organica,registro_cuenta,2024-05-11,1,22,20,supermercado,1,221000.0,2026-06-10,0,0,0,43,estable,0
DM-00185,Santiago Rojas,santiago.rojas573@webmail.net,3688077752,SYN-33875128,1988-01-01,38,F,Bogota,Usaquen,Transversal 117 # 97-76,4.65082,-74.03684,3.0,Docente,1360000.0,Windows,214.241.145.240,Alemania,redes_sociales,facturacion,2026-04-10,0,15,34,mascotas,0,0.0,2025-09-30,1,0,0,66,en_riesgo,1
DM-01195,David Zapata,david.zapata464@correo.com,3928849476,SYN-53139186,2000-01-01,26,F,Barranquilla,Riomar,Diagonal 2 # 9-68,10.98404,-74.77737,3.0,Comerciante,1520000.0,Android,19.240.179.241,Colombia,referido,facturacion,2025-09-29,0,19,59,hogar,5,761000.0,2026-07-21,1,0,1,48,estable,0
DM-00740,Carlos Guerrero,carlos.guerrero943@miemail.com,333-852-1085,SYN-60624922,1971-01-01,55,F,Santa Marta,Centro,Carrera 39 # 3-54,11.23908,-74.19713,3.0,Abogado/a,2060000.0,Windows,187.41.240.31,Colombia,publicidad_pagada,registro_cuenta,2026-07-24,0,10,17,hogar,2,291000.0,2026-08-06,1,0,0,57,en_riesgo,0
DM-00483,Ana Moreno,ana.moreno280@correo.com,3123991698,SYN-19385632,1999-01-01,27,F,Cali,Ciudad Jardin,Transversal 30 # 59-25,3.4714,-76.52186,3.0,Tecnico/a,2840000.0,Windows,24.109.120.254,Colombia,redes_sociales,facturacion,2025-07-25,0,17,56,hogar,4,224000.0,2026-07-30,1,0,2,2,fiel,0
DM-01110,Oscar Velez,oscar.velez157@correo.com,3688962397,SYN-61590076,1996-01-01,30,M,Bogota,Suba,Carrera 91 # 34-98,4.67425,-74.07748,4.0,Administrador/a,8240000.0,Android,222.149.120.168,Colombia,redes_sociales,entrega_domicilio,2024-07-29,0,9,12,supermercado,2,215000.0,2026-05-24,2,0,0,48,estable,0
DM-00295,David Mendoza,david.mendoza307@mail.co,3526068491,SYN-38893500,1975-01-01,51,F,Ibague,Centro,Calle 163 # 59-94,4.44205,-75.2009,5.0,Ingeniero/a,4350000.0,Android,65.40.129.7,Francia,publicidad_pagada,facturacion,2023-08-15,0,16,35,mascotas,3,390000.0,2026-04-24,3,0,0,23,fiel,1
DM-01389,Paula Rojas,paula.rojas987@datamail.co,3577910991,SYN-82330872,2004-01-01,22,F,Barranquilla,Riomar,Diagonal 20 # 58-19,10.98288,-74.78272,3.0,Comerciante,3620000.0,macOS,55.49.36.162,Espana,referido,enriquecimiento_web,,0,15,44,mascotas,3,247000.0,2026-04-22,2,0,0,46,estable,0
DM-00784,Felipe Trujillo,felipe.trujillo228@correo.com,3373483508,SYN-85940800,1984-12-31,41,F,Cartagena,Bocagrande,Calle 175 # 55-1,10.3834,-75.47076,4.0,Tecnico/a,3330000.0,Windows,61.250.200.80,Colombia,busqueda_organica,facturacion,2026-01-07,0,12,13,hogar,1,58000.0,2026-08-01,0,1,0,18,fiel,0
DM-00261,Laura Castro,laura.castro227@correo.com,3248509943,SYN-34165980,1982-01-01,44,M,Cali,Granada,Transversal 158 # 27-60,3.43696,-76.54293,5.0,,,iOS,37.244.230.242,Colombia,busqueda_organica,facturacion,2026-05-21,0,19,56,salud_bienestar,3,261000.0,2026-05-31,3,0,0,46,estable,0
DM-00444,Mateo Peralta,mateo.peralta317@correo.com,3544790986,SYN-55556899,1967-01-01,59,M,Barranquilla,El Prado,Carrera 147 # 41-20,10.94881,-74.82249,1.0,Comerciante,1460000.0,Windows,68.185.141.5,Colombia,publicidad_pagada,lista_comprada_tercero,,0,15,39,tecnologia,2,59000.0,2026-07-22,5,0,0,65,en_riesgo,0
DM-01347,Laura Martinez,laura.martinez73@miemail.com,3778189952,SYN-35907983,1984-01-01,42,M,Villavicencio,Centro,Carrera 13 # 51-37,4.1134,-73.59682,4.0,Enfermero/a,6170000.0,Android,56.225.166.73,Colombia,referido,programa_fidelizacion,2025-07-04,1,17,21,salud_bienestar,3,320000.0,2026-06-20,9,1,0,47,estable,1
DM-01330,Jorge Cifuentes,JORGE.CIFUENTES998@WEBMAIL.NET,3756243069,SYN-40942625,1988-12-31,37,M,Bogota,Suba,Calle 18 # 89-23,4.67414,-74.07258,2.0,Pensionado/a,2240000.0,Windows,17.170.49.214,Colombia,publicidad_pagada,entrega_domicilio,2022-08-19,0,19,60,moda,0,0.0,2025-12-13,0,0,1,38,estable,1
DM-01417,Jorge Lozano,jorge.lozano477@datamail.co,3861253273,SYN-72705219,2002-01-01,24,F,Medellin,El Poblado,Transversal 167 # 63-68,6.27782,-75.61682,4.0,Contador/a,5010000.0,Android,102.101.123.26,Colombia,publicidad_pagada,facturacion,2022-12-03,0,11,9,tecnologia,2,173000.0,2026-05-03,0,0,0,27,fiel,0
DM-01300,Valentina Riveros,valentina.riveros394@datamail.co,3995873415,SYN-67202265,1990-01-01,36,M,Barranquilla,Riomar,Diagonal 51 # 32-91,10.99647,-74.8183,5.0,Administrador/a,6380000.0,macOS,107.28.247.23,Colombia,busqueda_organica,registro_cuenta,2024-03-11,0,12,34,tecnologia,3,625000.0,2026-06-26,0,0,1,39,estable,0
DM-00286,Andres Beltran,andres.beltran463@mail.co,3660755407,SYN-80241197,1972-12-31,53,M,Bogota,Suba,Transversal 11 # 67-93,4.61799,-74.11313,4.0,Contador/a,3080000.0,Android,104.183.156.178,Colombia,redes_sociales,programa_fidelizacion,2022-09-24,1,11,10,moda,2,708000.0,2026-03-07,0,0,0,62,en_riesgo,0
DM-01371,Esteban Gomez,esteban.gomez13@datamail.co,3716390429,SYN-11802658,1979-01-01,47,M,Bogota,Teusaquillo,Diagonal 155 # 45-48,4.61804,-74.06626,3.0,Docente,1630000.0,iOS,133.226.160.243,Colombia,redes_sociales,facturacion,2024-09-06,0,14,46,moda,2,424000.0,2026-06-10,3,0,0,21,fiel,0
DM-00678,Sandra Vargas,SANDRA.VARGAS337@WEBMAIL.NET,3944267605,SYN-12673281,1996-01-01,30,M,Cartagena,El Pozon,Transversal 148 # 29-29,10.43283,-75.4524,6.0,Abogado/a,7540000.0,Android,147.180.125.18,Colombia,referido,entrega_domicilio,2024-12-12,0,18,60,deportes,2,119000.0,2026-06-22,1,0,0,32,fiel,0
DM-00908,David Barrios,david.barrios9@mail.co,312-285-5359,SYN-62765899,1999-01-01,27,F,Medellin,Robledo,Diagonal 70 # 48-55,6.24802,-75.58583,5.0,Ingeniero/a,11120000.0,Android,196.237.8.229,Colombia,busqueda_organica,enriquecimiento_web,,1,19,30,mascotas,3,451000.0,2026-05-11,0,0,0,18,fiel,0
DM-00583,Mateo Rojas,mateo.rojas346@mail.co,3628596941,SYN-32531096,1994-01-01,32,M,Cartagena,Manga,Diagonal 90 # 19-45,10.41182,-75.46231,3.0,Enfermero/a,3210000.0,Windows,155.218.119.44,Colombia,marketplace,lista_comprada_tercero,,0,16,34,supermercado,0,0.0,2025-07-09,0,0,0,91,critico,1
DM-01383,Sofia Lozano,sofia.lozano183@miemail.com,3050441660,SYN-61770417,1980-12-31,45,M,Medellin,Belen,Carrera 37 # 3-10,6.26954,-75.56328,3.0,Tecnico/a,1410000.0,Android,169.92.135.112,Colombia,redes_sociales,enriquecimiento_web,,0,8,10,tecnologia,0,0.0,2026-01-16,0,0,0,82,critico,0
DM-00656,Mateo Rojas,mateo.rojas885@datamail.co,3673912010,SYN-49855888,1976-01-01,50,M,Pereira,Centro,Transversal 114 # 61-42,4.82718,-75.68267,3.0,Comerciante,1580000.0,Android,20.238.222.144,Colombia,busqueda_organica,enriquecimiento_web,,0,21,60,mascotas,2,100000.0,2026-03-14,1,0,0,47,estable,1
DM-00947,Tatiana Mendoza,tatiana.mendoza198@mail.co,3858226802,SYN-37904367,1999-01-01,27,M,Cali,San Fernando,Transversal 150 # 44-25,3.47627,-76.52066,3.0,Administrador/a,1570000.0,Android,222.132.255.252,Colombia,redes_sociales,lista_comprada_tercero,,0,14,28,hogar,1,85000.0,2026-07-27,0,0,0,45,estable,1
DM-01233,Juan Gomez,juan.gomez222@webmail.net,3722328760,SYN-96527084,1996-01-01,30,F,Bogota,Chapinero,Carrera 106 # 7-82,4.67207,-74.02354,1.0,,1120000.0,Android,121.65.198.89,Colombia,email_marketing,programa_fidelizacion,2024-10-17,1,23,49,mascotas,7,4114000.0,2026-03-27,2,0,1,43,estable,0
DM-00310,Tatiana Martinez,tatiana.martinez56@mail.co,3917159762,SYN-99071460,1986-01-01,40,M,Bogota,Usaquen,Transversal 52 # 39-88,4.60564,-74.08877,3.0,Ingeniero/a,,Windows,199.108.203.177,Colombia,redes_sociales,entrega_domicilio,2023-07-17,0,21,27,salud_bienestar,3,508000.0,2026-03-14,6,0,0,42,estable,1
DM-00586,Liliana Zapata,liliana.zapata58@mail.co,3922071649,SYN-69972728,1988-01-01,38,F,Bogota,Suba,Diagonal 75 # 58-93,4.64829,-74.08562,2.0,Tecnico/a,2170000.0,Android,81.156.83.61,Colombia,publicidad_pagada,registro_cuenta,2025-02-25,1,17,25,salud_bienestar,1,84000.0,2026-03-02,1,0,1,90,critico,0
DM-00508,Liliana Zapata,liliana.zapata907@mail.co,3983958881,SYN-48641375,1976-01-01,50,M,Cali,Granada,Transversal 43 # 20-15,3.46108,-76.5374,3.0,Pensionado/a,2500000.0,Android,218.121.76.231,Colombia,publicidad_pagada,registro_cuenta,2023-05-14,1,17,50,moda,7,818000.0,2026-08-11,2,0,0,26,fiel,0
DM-01056,Jorge Quintero,jorge.quintero430@mail.co,3892386816,SYN-88476292,2004-12-31,21,M,Bucaramanga,Provenza,Diagonal 102 # 51-25,7.12698,-73.14333,2.0,Comerciante,2140000.0,Android,51.188.26.3,Colombia,busqueda_organica,facturacion,2022-10-18,1,15,17,hogar,1,84000.0,2026-06-14,1,0,0,43,estable,1
DM-00038,Paula Gomez,paula.gomez469@mail.co,3966744417,SYN-16168507,1984-01-01,42,M,Bogota,Suba,Diagonal 103 # 25-66,4.6421,-74.07241,4.0,,3480000.0,Android,198.20.21.66,Colombia,referido,programa_fidelizacion,2025-11-30,1,14,43,deportes,3,194000.0,2026-06-09,3,1,0,51,estable,0
DM-01276,Nicolas Barrios,nicolas.barrios731@miemail.com,3165257054,SYN-43802120,1979-01-01,47,F,Cali,Ciudad Jardin,Carrera 10 # 69-53,3.39109,-76.53525,2.0,Ingeniero/a,1330000.0,Android,51.234.227.155,Colombia,email_marketing,entrega_domicilio,2024-07-18,1,20,53,tecnologia,7,521000.0,2026-07-18,1,0,0,22,fiel,0
DM-00322,Sebastian Castro,sebastian.castro125@webmail.net,3230099780,SYN-11368903,1980-12-31,45,F,Barranquilla,Riomar,Diagonal 57 # 78-82,10.99169,-74.8043,6.0,Administrador/a,7120000.0,Android,47.101.3.44,Colombia,referido,enriquecimiento_web,,0,12,15,tecnologia,1,60000.0,2026-02-26,4,0,0,48,estable,1
DM-00855,Nicolas Castro,nicolas.castro938@datamail.co,3423019724,SYN-66817181,1996-01-01,30,F,Pereira,Alamos,Diagonal 143 # 96-76,4.81504,-75.69293,4.0,Comerciante,3100000.0,Android,60.142.176.118,Colombia,redes_sociales,entrega_domicilio,2022-08-26,0,17,40,moda,4,324000.0,2026-06-16,0,0,0,23,fiel,0
DM-01215,Ana Rojas,ana.rojas116@correo.com,3624851358,SYN-40952841,1999-01-01,27,F,Cali,Aguablanca,Diagonal 5 # 29-61,3.44171,-76.49348,2.0,Comerciante,2540000.0,iOS,141.79.139.176,Colombia,redes_sociales,entrega_domicilio,2025-06-28,0,9,22,moda,2,152000.0,2026-06-07,2,0,0,66,en_riesgo,0
DM-00283,Carolina Quintero,carolina.quintero965@correo.com,3362088368,SYN-19655445,1987-01-01,39,F,Bogota,Suba,Diagonal 15 # 29-86,4.69039,-74.09575,2.0,,2100000.0,Android,10.175.247.232,Colombia,referido,entrega_domicilio,2025-09-10,1,24,30,moda,8,1174000.0,2026-04-27,1,0,2,46,estable,0
DM-00015,Nicolas Lozano,nicolas.lozano386@webmail.net,3951447739,SYN-70456836,2000-01-01,26,M,Pasto,Aranda,Calle 176 # 66-60,1.17729,-77.28934,3.0,Contador/a,2510000.0,iOS,173.27.75.81,Colombia,busqueda_organica,facturacion,2025-06-14,0,18,38,hogar,5,141000.0,2026-03-12,0,0,0,44,estable,1
DM-00861,Tatiana Riveros,tatiana.riveros390@datamail.co,3188375588,SYN-43424789,1958-01-01,68,F,Pereira,Centro,Carrera 102 # 83-75,4.79686,-75.70121,4.0,Administrador/a,3360000.0,Windows,103.175.68.203,Colombia,busqueda_organica,registro_cuenta,2023-10-14,0,14,46,supermercado,0,0.0,2026-01-12,1,0,0,64,en_riesgo,1
DM-00368,Jorge Trujillo,jorge.trujillo438@mail.co,3788341184,SYN-72066139,1967-01-01,59,M,Villavicencio,Centro,Diagonal 139 # 33-12,4.16633,-73.62461,3.0,Independiente,3260000.0,Android,88.237.239.45,Colombia,publicidad_pagada,facturacion,2026-03-17,0,13,31,moda,0,0.0,2025-12-09,0,0,0,55,estable,1
DM-01190,Juan Barrios,juan.barrios410@mail.co,3470747424,SYN-91796167,1990-01-01,36,M,Medellin,Laureles,Transversal 95 # 55-21,6.28834,-75.58861,2.0,Disenador/a,1900000.0,Android,131.167.149.183,Colombia,busqueda_organica,entrega_domicilio,2024-04-16,0,9,26,supermercado,2,453000.0,2026-03-27,1,0,0,56,en_riesgo,0
DM-00707,David Salazar,david.salazar621@datamail.co,3588635294,SYN-52768386,2008-01-01,18,M,Bogota,Teusaquillo,Carrera 78 # 35-70,4.66111,-74.11048,3.0,Tecnico/a,2040000.0,Android,204.247.118.128,Colombia,busqueda_organica,programa_fidelizacion,2023-02-27,1,19,21,salud_bienestar,2,160000.0,2026-06-10,3,0,0,50,estable,0
DM-01435,Luis Vargas,luis.vargas235@mail.co,303-861-0757,SYN-64440868,1995-01-01,31,Otro,Bogota,Chapinero,Transversal 76 # 66-8,4.6304,-74.09056,3.0,,3260000.0,Android,66.10.12.139,Colombia,redes_sociales,registro_cuenta,2025-07-04,1,19,16,deportes,4,298000.0,2026-04-24,1,0,0,58,en_riesgo,0
DM-01425,Andres Solano,ANDRES.SOLANO720@CORREO.COM,336-213-4371,SYN-62261563,2003-01-01,23,F,Bogota,Teusaquillo,Carrera 41 # 40-53,4.63604,-74.10234,3.0,Abogado/a,2010000.0,iOS,86.233.63.184,Colombia,publicidad_pagada,registro_cuenta,2025-01-30,1,13,18,tecnologia,3,161000.0,2026-08-24,1,0,2,36,estable,0
DM-01356,Felipe Uribe,felipe.uribe516@miemail.com,3557123377,SYN-96025631,1988-12-31,37,M,Cali,Aguablanca,Calle 38 # 25-93,3.45423,-76.5292,3.0,Docente,1850000.0,Android,71.170.122.47,Colombia,publicidad_pagada,registro_cuenta,2025-04-21,0,10,9,tecnologia,1,105000.0,2026-05-30,2,0,0,19,fiel,0
DM-01222,Liliana Guerrero,liliana.guerrero746@datamail.co,3768574187,SYN-81854367,1972-12-31,53,F,Villavicencio,Porfia,Transversal 18 # 28-15,4.14196,-73.63968,3.0,Pensionado/a,1290000.0,Android,41.85.189.182,Colombia,marketplace,entrega_domicilio,2025-05-29,0,16,41,moda,7,1682000.0,2026-03-26,3,0,0,31,fiel,1
DM-01161,Santiago Rojas,santiago.rojas457@datamail.co,3153658084,SYN-46581128,2000-12-31,25,F,Medellin,Robledo,Diagonal 165 # 75-83,6.23169,-75.5896,2.0,Tecnico/a,2160000.0,macOS,35.73.25.61,Colombia,redes_sociales,registro_cuenta,2022-08-21,0,20,67,supermercado,2,169000.0,2026-08-23,1,0,1,33,fiel,0
DM-00673,Ximena Naranjo,ximena.naranjo447@datamail.co,3698472648,SYN-37405372,1982-01-01,44,F,Medellin,El Poblado,Carrera 56 # 59-54,6.25327,-75.57783,4.0,Estudiante,3710000.0,Android,210.165.192.29,Colombia,referido,lista_comprada_tercero,,0,23,70,hogar,3,359000.0,2026-04-15,2,0,1,44,estable,0
DM-01189,Jorge Moreno,jorge.moreno779@miemail.com,3252262489,SYN-67995579,1992-12-31,33,F,Cartagena,Bocagrande,Carrera 116 # 24-80,10.42507,-75.50735,5.0,Abogado/a,5780000.0,Windows,13.231.242.74,Colombia,busqueda_organica,entrega_domicilio,2024-02-15,0,20,20,tecnologia,6,134000.0,2026-07-23,1,0,1,7,fiel,0
DM-00315,Santiago Quintero,santiago.quintero935@correo.com,3736351822,SYN-34123787,1992-01-01,34,F,Santa Marta,Centro,Transversal 15 # 47-7,11.27513,-74.234,4.0,Comerciante,4400000.0,iOS,211.203.176.57,Colombia,marketplace,entrega_domicilio,2025-03-31,0,15,15,bebe_maternidad,2,615000.0,2026-08-15,1,0,7,64,en_riesgo,0
DM-01348,Marcela Solano,marcela.solano659@correo.com,3788802259,SYN-39524811,2008-01-01,18,Otro,Bucaramanga,Real de Minas,Diagonal 177 # 48-93,7.12547,-73.13617,6.0,Disenador/a,5650000.0,Windows,69.100.40.58,Colombia,referido,registro_cuenta,2023-09-14,1,21,50,tecnologia,6,327000.0,2026-07-18,2,0,0,27,fiel,0
DM-00970,Camila Cardenas,camila.cardenas596@webmail.net,3551860627,SYN-85597817,1982-01-01,44,F,Villavicencio,Porfia,Carrera 99 # 2-82,4.11894,-73.66537,5.0,Abogado/a,5420000.0,Android,60.129.136.125,Colombia,publicidad_pagada,facturacion,2024-05-19,1,25,33,tecnologia,7,1559000.0,2026-07-19,0,0,0,26,fiel,0
DM-01155,Angela Salazar,angela.salazar492@miemail.com,3423535569,SYN-26548425,1988-12-31,37,F,Santa Marta,Gaira,Diagonal 105 # 37-38,11.22837,-74.2141,4.0,Independiente,5800000.0,Android,223.239.79.230,Colombia,publicidad_pagada,programa_fidelizacion,2023-07-02,1,19,38,bebe_maternidad,2,417000.0,2026-02-25,3,0,15,36,estable,0
DM-00009,David Cifuentes,david.cifuentes114@webmail.net,3669164784,SYN-63599825,1974-01-01,52,F,Barranquilla,Riomar,Calle 50 # 21-9,10.93811,-74.78231,3.0,Ingeniero/a,4360000.0,iOS,158.56.71.41,Colombia,busqueda_organica,entrega_domicilio,2025-10-31,0,19,15,moda,1,82000.0,2026-05-14,3,0,0,28,fiel,0
DM-00182,Mauricio Mendoza,mauricio.mendoza928@webmail.net,3758908273,SYN-27291782,1976-12-31,49,F,Cartagena,El Pozon,Transversal 139 # 91-71,10.38739,-75.49201,4.0,,3880000.0,Android,220.164.42.194,Colombia,redes_sociales,programa_fidelizacion,2025-12-18,0,15,42,deportes,3,213000.0,2026-08-05,2,0,1,44,estable,0
DM-00361,Mateo Riveros,mateo.riveros381@mail.co,3689589545,SYN-34580188,1999-01-01,27,Otro,Bogota,Kennedy,Calle 14 # 47-34,4.62189,-74.06103,4.0,Disenador/a,2790000.0,Android,163.94.215.252,Colombia,redes_sociales,registro_cuenta,2024-04-10,1,22,57,tecnologia,3,1086000.0,2026-07-17,1,0,0,25,fiel,0
DM-00864,Camila Naranjo,camila.naranjo66@datamail.co,3893692163,SYN-78051960,1964-12-31,61,Otro,Villavicencio,Centro,Carrera 134 # 36-17,4.15182,-73.61182,2.0,Contador/a,1690000.0,iOS,81.110.99.248,Colombia,busqueda_organica,programa_fidelizacion,2025-02-16,1,18,40,moda,4,411000.0,2026-04-03,3,0,0,48,estable,1
DM-00223,Oscar Uribe,oscar.uribe210@correo.com,3030430550,SYN-97038155,1980-01-01,46,F,Cartagena,Bocagrande,Calle 33 # 33-92,10.35945,-75.49156,4.0,Tecnico/a,3950000.0,Windows,125.47.99.188,Estados Unidos,redes_sociales,programa_fidelizacion,2024-01-19,1,13,17,salud_bienestar,3,476000.0,2026-07-05,4,0,0,58,en_riesgo,0
DM-00554,Ana Cifuentes,ANA.CIFUENTES832@MIEMAIL.COM,3588546851,SYN-29167711,1975-01-01,51,M,Bucaramanga,Provenza,Diagonal 29 # 4-9,7.1631,-73.1548,5.0,Pensionado/a,7060000.0,iOS,189.201.166.23,Colombia,busqueda_organica,facturacion,2023-08-20,0,20,60,hogar,4,702000.0,2026-03-11,2,0,0,30,fiel,0
DM-00441,Juan Vargas,juan.vargas273@webmail.net,3093783134,SYN-64268558,1980-12-31,45,Prefiere no responder,Santa Marta,El Rodadero,Calle 79 # 77-36,11.23849,-74.25854,2.0,Estudiante,1450000.0,Android,170.48.174.251,Colombia,redes_sociales,programa_fidelizacion,2022-12-11,1,11,35,tecnologia,1,60000.0,2026-04-13,4,0,0,37,estable,1
DM-01254,Paula Cifuentes,paula.cifuentes699@webmail.net,3718129848,SYN-58133388,1995-01-01,31,M,Medellin,Belen,Calle 107 # 3-22,6.21634,-75.60544,5.0,Independiente,8280000.0,iOS,119.111.146.241,Colombia,busqueda_organica,facturacion,2026-04-22,0,21,60,deportes,4,950000.0,2026-06-22,0,0,0,26,fiel,0
DM-00512,Lorena Vargas,lorena.vargas531@webmail.net,3439949384,SYN-91395348,1994-01-01,32,M,Medellin,El Poblado,Transversal 84 # 86-12,6.20427,-75.56155,2.0,,1430000.0,macOS,217.203.252.47,Colombia,marketplace,programa_fidelizacion,2022-12-18,1,10,14,supermercado,1,136000.0,2026-07-01,2,0,0,31,fiel,0
DM-00381,Sebastian Vargas,sebastian.vargas279@webmail.net,3053887132,SYN-25854595,1968-12-31,57,M,Cali,San Fernando,Transversal 27 # 21-16,3.43421,-76.5062,3.0,,2430000.0,iOS,188.77.193.181,Colombia,marketplace,enriquecimiento_web,,0,16,31,supermercado,2,222000.0,2026-07-29,4,0,0,27,fiel,0
DM-00689,Daniela Peralta,daniela.peralta998@mail.co,3158364841,SYN-44697200,1995-01-01,31,M,Cali,San Fernando,Transversal 172 # 8-86,3.47012,-76.51833,5.0,Disenador/a,6110000.0,Android,142.5.31.226,Colombia,email_marketing,enriquecimiento_web,,0,21,71,bebe_maternidad,3,98000.0,2026-06-02,0,0,1,23,fiel,0
DM-00231,Natalia Beltran,natalia.beltran749@miemail.com,3367074586,SYN-77795178,1979-01-01,47,F,Villavicencio,Centro,Transversal 107 # 64-50,4.10168,-73.66097,2.0,Contador/a,2400000.0,Windows,202.130.218.251,Colombia,redes_sociales,lista_comprada_tercero,,0,10,19,mascotas,3,368000.0,2026-03-16,0,0,0,35,fiel,1
